"행정구역별(1)","규모별(1)","시점",데이터
"지방","대형(135㎡ 초과)","2018.02",100.4
"지방","대형(135㎡ 초과)","2018.03",100.6
"지방","대형(135㎡ 초과)","2018.04",100.5
"지방","대형(135㎡ 초과)","2018.05",100.5
"지방","대형(135㎡ 초과)","2018.06",100.2
"지방","대형(135㎡ 초과)","2018.07",99.7
"지방","대형(135㎡ 초과)","2018.08",101.0
"지방","대형(135㎡ 초과)","2018.09",101.5
"지방","대형(135㎡ 초과)","2018.10",101.3
"지방","대형(135㎡ 초과)","2018.11",100.8
"지방","대형(135㎡ 초과)","2018.12",100.1
"지방","대형(135㎡ 초과)","2019.01",99.7
"지방","대형(135㎡ 초과)","2019.02",100.3
"지방","대형(135㎡ 초과)","2019.03",98.8
"지방","대형(135㎡ 초과)","2019.04",100.1
"지방","대형(135㎡ 초과)","2019.05",99.5
"지방","대형(135㎡ 초과)","2019.06",99.7
"지방","대형(135㎡ 초과)","2019.07",99.5
"지방","대형(135㎡ 초과)","2019.08",99.2
"지방","대형(135㎡ 초과)","2019.09",98.6
"지방","대형(135㎡ 초과)","2019.10",100.1
"지방","대형(135㎡ 초과)","2019.11",101.0
"지방","대형(135㎡ 초과)","2019.12",101.9
"지방","대형(135㎡ 초과)","2020.01",103.5
"지방","대형(135㎡ 초과)","2020.02",103.5
"지방","대형(135㎡ 초과)","2020.03",102.8
"지방","대형(135㎡ 초과)","2020.04",103.9
"지방","대형(135㎡ 초과)","2020.05",103.4
"지방","대형(135㎡ 초과)","2020.06",105.0
"지방","대형(135㎡ 초과)","2020.07",106.4
"지방","대형(135㎡ 초과)","2020.08",107.4
"지방","대형(135㎡ 초과)","2020.09",109.5
"지방","대형(135㎡ 초과)","2020.10",111.9
"지방","대형(135㎡ 초과)","2020.11",116.1
"지방","대형(135㎡ 초과)","2020.12",118.9
"지방","대형(135㎡ 초과)","2021.01",121.4
"지방","대형(135㎡ 초과)","2021.02",123.4
"지방","대형(135㎡ 초과)","2021.03",125.2
"지방","대형(135㎡ 초과)","2021.04",128.0
"지방","대형(135㎡ 초과)","2021.05",128.1
"지방","대형(135㎡ 초과)","2021.06",130.9
"지방","대형(135㎡ 초과)","2021.07",133.4
"지방","대형(135㎡ 초과)","2021.08",135.6
"지방","대형(135㎡ 초과)","2021.09",135.4
"지방","대형(135㎡ 초과)","2021.10",137.4
"지방","대형(135㎡ 초과)","2021.11",136.6
"지방","대형(135㎡ 초과)","2021.12",136.2
"지방","대형(135㎡ 초과)","2022.01",138.8
"지방","대형(135㎡ 초과)","2022.02",136.9
