"행정구역별(1)","규모별(1)","시점",데이터
"수도권","초소형(40㎡ 이하)","2018.09",99.2
"수도권","초소형(40㎡ 이하)","2018.10",98.9
"수도권","초소형(40㎡ 이하)","2018.11",98.4
"수도권","초소형(40㎡ 이하)","2018.12",97.8
"수도권","초소형(40㎡ 이하)","2019.01",97.0
"수도권","초소형(40㎡ 이하)","2019.02",96.9
"수도권","초소형(40㎡ 이하)","2019.03",96.6
"수도권","초소형(40㎡ 이하)","2019.04",98.1
"수도권","초소형(40㎡ 이하)","2019.05",97.5
"수도권","초소형(40㎡ 이하)","2019.06",99.3
"수도권","초소형(40㎡ 이하)","2019.07",98.7
"수도권","초소형(40㎡ 이하)","2019.08",99.6
"수도권","초소형(40㎡ 이하)","2019.09",99.5
"수도권","초소형(40㎡ 이하)","2019.10",100.3
"수도권","초소형(40㎡ 이하)","2019.11",100.5
"수도권","초소형(40㎡ 이하)","2019.12",101.4
"수도권","초소형(40㎡ 이하)","2020.01",101.9
"수도권","초소형(40㎡ 이하)","2020.02",102.9
"수도권","초소형(40㎡ 이하)","2020.03",102.8
"수도권","초소형(40㎡ 이하)","2020.04",103.1
"수도권","초소형(40㎡ 이하)","2020.05",102.9
"수도권","초소형(40㎡ 이하)","2020.06",103.6
"수도권","초소형(40㎡ 이하)","2020.07",105.1
"수도권","초소형(40㎡ 이하)","2020.08",106.2
"수도권","초소형(40㎡ 이하)","2020.09",107.1
"수도권","초소형(40㎡ 이하)","2020.10",109.5
"수도권","초소형(40㎡ 이하)","2020.11",110.1
"수도권","초소형(40㎡ 이하)","2020.12",110.5
"수도권","초소형(40㎡ 이하)","2021.01",110.9
"수도권","초소형(40㎡ 이하)","2021.02",111.2
"수도권","초소형(40㎡ 이하)","2021.03",112.3
"수도권","초소형(40㎡ 이하)","2021.04",113.4
"수도권","초소형(40㎡ 이하)","2021.05",114.1
"수도권","초소형(40㎡ 이하)","2021.06",115.5
"수도권","초소형(40㎡ 이하)","2021.07",115.8
"수도권","초소형(40㎡ 이하)","2021.08",115.8
"수도권","초소형(40㎡ 이하)","2021.09",118.7
"수도권","초소형(40㎡ 이하)","2021.10",118.4
"수도권","초소형(40㎡ 이하)","2021.11",119.5
"수도권","초소형(40㎡ 이하)","2021.12",119.3
"수도권","초소형(40㎡ 이하)","2022.01",121.3
"수도권","초소형(40㎡ 이하)","2022.02",120.8
"수도권","소형(40㎡초과 60㎡이하)","2014.01",74.1
"수도권","소형(40㎡초과 60㎡이하)","2014.02",74.8
"수도권","소형(40㎡초과 60㎡이하)","2014.03",75.3
"수도권","소형(40㎡초과 60㎡이하)","2014.04",75.1
"수도권","소형(40㎡초과 60㎡이하)","2014.05",75.1
"수도권","소형(40㎡초과 60㎡이하)","2014.06",75.0
"수도권","소형(40㎡초과 60㎡이하)","2014.07",75.4
"수도권","소형(40㎡초과 60㎡이하)","2014.08",76.4
"수도권","소형(40㎡초과 60㎡이하)","2014.09",77.3
"수도권","소형(40㎡초과 60㎡이하)","2014.10",77.7
"수도권","소형(40㎡초과 60㎡이하)","2014.11",78.0
"수도권","소형(40㎡초과 60㎡이하)","2014.12",78.8
"수도권","소형(40㎡초과 60㎡이하)","2015.01",80.3
"수도권","소형(40㎡초과 60㎡이하)","2015.02",81.1
"수도권","소형(40㎡초과 60㎡이하)","2015.03",82.8
"수도권","소형(40㎡초과 60㎡이하)","2015.04",83.8
"수도권","소형(40㎡초과 60㎡이하)","2015.05",85.3
"수도권","소형(40㎡초과 60㎡이하)","2015.06",86.5
"수도권","소형(40㎡초과 60㎡이하)","2015.07",88.3
"수도권","소형(40㎡초과 60㎡이하)","2015.08",90.1
"수도권","소형(40㎡초과 60㎡이하)","2015.09",92.1
"수도권","소형(40㎡초과 60㎡이하)","2015.10",92.8
"수도권","소형(40㎡초과 60㎡이하)","2015.11",93.4
"수도권","소형(40㎡초과 60㎡이하)","2015.12",94.4
"수도권","소형(40㎡초과 60㎡이하)","2016.01",95.0
"수도권","소형(40㎡초과 60㎡이하)","2016.02",94.7
"수도권","소형(40㎡초과 60㎡이하)","2016.03",95.1
"수도권","소형(40㎡초과 60㎡이하)","2016.04",95.5
"수도권","소형(40㎡초과 60㎡이하)","2016.05",95.2
"수도권","소형(40㎡초과 60㎡이하)","2016.06",95.8
"수도권","소형(40㎡초과 60㎡이하)","2016.07",96.4
"수도권","소형(40㎡초과 60㎡이하)","2016.08",96.8
"수도권","소형(40㎡초과 60㎡이하)","2016.09",97.7
"수도권","소형(40㎡초과 60㎡이하)","2016.10",98.1
"수도권","소형(40㎡초과 60㎡이하)","2016.11",98.0
"수도권","소형(40㎡초과 60㎡이하)","2016.12",98.0
"수도권","소형(40㎡초과 60㎡이하)","2017.01",97.6
"수도권","소형(40㎡초과 60㎡이하)","2017.02",98.2
"수도권","소형(40㎡초과 60㎡이하)","2017.03",98.9
"수도권","소형(40㎡초과 60㎡이하)","2017.04",99.0
"수도권","소형(40㎡초과 60㎡이하)","2017.05",99.5
"수도권","소형(40㎡초과 60㎡이하)","2017.06",100.2
"수도권","소형(40㎡초과 60㎡이하)","2017.07",100.1
"수도권","소형(40㎡초과 60㎡이하)","2017.08",100.7
"수도권","소형(40㎡초과 60㎡이하)","2017.09",101.0
"수도권","소형(40㎡초과 60㎡이하)","2017.10",100.6
"수도권","소형(40㎡초과 60㎡이하)","2017.11",100.0
"수도권","소형(40㎡초과 60㎡이하)","2017.12",99.1
"수도권","소형(40㎡초과 60㎡이하)","2018.01",98.3
"수도권","소형(40㎡초과 60㎡이하)","2018.02",98.4
"수도권","소형(40㎡초과 60㎡이하)","2018.03",98.4
"수도권","소형(40㎡초과 60㎡이하)","2018.04",97.6
"수도권","소형(40㎡초과 60㎡이하)","2018.05",97.2
"수도권","소형(40㎡초과 60㎡이하)","2018.06",97.3
"수도권","소형(40㎡초과 60㎡이하)","2018.07",97.6
"수도권","소형(40㎡초과 60㎡이하)","2018.08",99.0
"수도권","소형(40㎡초과 60㎡이하)","2018.09",99.3
"수도권","소형(40㎡초과 60㎡이하)","2018.10",99.6
"수도권","소형(40㎡초과 60㎡이하)","2018.11",98.9
"수도권","소형(40㎡초과 60㎡이하)","2018.12",97.6
"수도권","소형(40㎡초과 60㎡이하)","2019.01",96.4
"수도권","소형(40㎡초과 60㎡이하)","2019.02",96.1
"수도권","소형(40㎡초과 60㎡이하)","2019.03",96.0
"수도권","소형(40㎡초과 60㎡이하)","2019.04",96.1
"수도권","소형(40㎡초과 60㎡이하)","2019.05",96.2
"수도권","소형(40㎡초과 60㎡이하)","2019.06",97.1
"수도권","소형(40㎡초과 60㎡이하)","2019.07",98.1
"수도권","소형(40㎡초과 60㎡이하)","2019.08",99.0
"수도권","소형(40㎡초과 60㎡이하)","2019.09",99.9
"수도권","소형(40㎡초과 60㎡이하)","2019.10",101.0
"수도권","소형(40㎡초과 60㎡이하)","2019.11",101.7
"수도권","소형(40㎡초과 60㎡이하)","2019.12",102.2
"수도권","소형(40㎡초과 60㎡이하)","2020.01",102.9
"수도권","소형(40㎡초과 60㎡이하)","2020.02",102.8
"수도권","소형(40㎡초과 60㎡이하)","2020.03",103.0
"수도권","소형(40㎡초과 60㎡이하)","2020.04",103.1
"수도권","소형(40㎡초과 60㎡이하)","2020.05",103.8
"수도권","소형(40㎡초과 60㎡이하)","2020.06",105.2
"수도권","소형(40㎡초과 60㎡이하)","2020.07",107.3
"수도권","소형(40㎡초과 60㎡이하)","2020.08",109.1
"수도권","소형(40㎡초과 60㎡이하)","2020.09",111.6
"수도권","소형(40㎡초과 60㎡이하)","2020.10",112.7
"수도권","소형(40㎡초과 60㎡이하)","2020.11",115.4
"수도권","소형(40㎡초과 60㎡이하)","2020.12",116.4
"수도권","소형(40㎡초과 60㎡이하)","2021.01",115.7
"수도권","소형(40㎡초과 60㎡이하)","2021.02",115.6
"수도권","소형(40㎡초과 60㎡이하)","2021.03",117.6
"수도권","소형(40㎡초과 60㎡이하)","2021.04",117.4
"수도권","소형(40㎡초과 60㎡이하)","2021.05",118.8
"수도권","소형(40㎡초과 60㎡이하)","2021.06",122.6
"수도권","소형(40㎡초과 60㎡이하)","2021.07",121.8
"수도권","소형(40㎡초과 60㎡이하)","2021.08",122.7
"수도권","소형(40㎡초과 60㎡이하)","2021.09",125.6
"수도권","소형(40㎡초과 60㎡이하)","2021.10",124.8
"수도권","소형(40㎡초과 60㎡이하)","2021.11",125.6
"수도권","소형(40㎡초과 60㎡이하)","2021.12",125.5
"수도권","소형(40㎡초과 60㎡이하)","2022.01",124.3
"수도권","소형(40㎡초과 60㎡이하)","2022.02",123.3
"수도권","중소형(60㎡초과 85㎡이하)","2014.01",73.4
"수도권","중소형(60㎡초과 85㎡이하)","2014.02",73.5
"수도권","중소형(60㎡초과 85㎡이하)","2014.03",74.0
"수도권","중소형(60㎡초과 85㎡이하)","2014.04",73.6
"수도권","중소형(60㎡초과 85㎡이하)","2014.05",73.5
"수도권","중소형(60㎡초과 85㎡이하)","2014.06",73.7
"수도권","중소형(60㎡초과 85㎡이하)","2014.07",74.0
"수도권","중소형(60㎡초과 85㎡이하)","2014.08",75.0
"수도권","중소형(60㎡초과 85㎡이하)","2014.09",76.1
"수도권","중소형(60㎡초과 85㎡이하)","2014.10",76.8
"수도권","중소형(60㎡초과 85㎡이하)","2014.11",77.4
"수도권","중소형(60㎡초과 85㎡이하)","2014.12",78.8
"수도권","중소형(60㎡초과 85㎡이하)","2015.01",80.2
"수도권","중소형(60㎡초과 85㎡이하)","2015.02",80.5
"수도권","중소형(60㎡초과 85㎡이하)","2015.03",82.3
"수도권","중소형(60㎡초과 85㎡이하)","2015.04",83.4
"수도권","중소형(60㎡초과 85㎡이하)","2015.05",84.7
"수도권","중소형(60㎡초과 85㎡이하)","2015.06",86.3
"수도권","중소형(60㎡초과 85㎡이하)","2015.07",88.1
"수도권","중소형(60㎡초과 85㎡이하)","2015.08",89.3
"수도권","중소형(60㎡초과 85㎡이하)","2015.09",91.1
"수도권","중소형(60㎡초과 85㎡이하)","2015.10",92.1
"수도권","중소형(60㎡초과 85㎡이하)","2015.11",93.1
"수도권","중소형(60㎡초과 85㎡이하)","2015.12",93.9
"수도권","중소형(60㎡초과 85㎡이하)","2016.01",94.0
"수도권","중소형(60㎡초과 85㎡이하)","2016.02",93.5
"수도권","중소형(60㎡초과 85㎡이하)","2016.03",93.7
"수도권","중소형(60㎡초과 85㎡이하)","2016.04",93.9
"수도권","중소형(60㎡초과 85㎡이하)","2016.05",94.0
"수도권","중소형(60㎡초과 85㎡이하)","2016.06",94.8
"수도권","중소형(60㎡초과 85㎡이하)","2016.07",95.1
"수도권","중소형(60㎡초과 85㎡이하)","2016.08",95.7
"수도권","중소형(60㎡초과 85㎡이하)","2016.09",97.1
"수도권","중소형(60㎡초과 85㎡이하)","2016.10",98.0
"수도권","중소형(60㎡초과 85㎡이하)","2016.11",98.0
"수도권","중소형(60㎡초과 85㎡이하)","2016.12",98.5
"수도권","중소형(60㎡초과 85㎡이하)","2017.01",98.0
"수도권","중소형(60㎡초과 85㎡이하)","2017.02",97.7
"수도권","중소형(60㎡초과 85㎡이하)","2017.03",97.9
"수도권","중소형(60㎡초과 85㎡이하)","2017.04",98.5
"수도권","중소형(60㎡초과 85㎡이하)","2017.05",98.8
"수도권","중소형(60㎡초과 85㎡이하)","2017.06",99.7
"수도권","중소형(60㎡초과 85㎡이하)","2017.07",100.0
"수도권","중소형(60㎡초과 85㎡이하)","2017.08",100.5
"수도권","중소형(60㎡초과 85㎡이하)","2017.09",100.7
"수도권","중소형(60㎡초과 85㎡이하)","2017.10",100.4
"수도권","중소형(60㎡초과 85㎡이하)","2017.11",100.0
"수도권","중소형(60㎡초과 85㎡이하)","2017.12",99.2
"수도권","중소형(60㎡초과 85㎡이하)","2018.01",98.5
"수도권","중소형(60㎡초과 85㎡이하)","2018.02",99.0
"수도권","중소형(60㎡초과 85㎡이하)","2018.03",97.8
"수도권","중소형(60㎡초과 85㎡이하)","2018.04",97.2
"수도권","중소형(60㎡초과 85㎡이하)","2018.05",96.8
"수도권","중소형(60㎡초과 85㎡이하)","2018.06",97.3
"수도권","중소형(60㎡초과 85㎡이하)","2018.07",97.4
"수도권","중소형(60㎡초과 85㎡이하)","2018.08",98.8
"수도권","중소형(60㎡초과 85㎡이하)","2018.09",100.2
"수도권","중소형(60㎡초과 85㎡이하)","2018.10",100.5
"수도권","중소형(60㎡초과 85㎡이하)","2018.11",100.1
"수도권","중소형(60㎡초과 85㎡이하)","2018.12",99.5
"수도권","중소형(60㎡초과 85㎡이하)","2019.01",97.8
"수도권","중소형(60㎡초과 85㎡이하)","2019.02",97.2
"수도권","중소형(60㎡초과 85㎡이하)","2019.03",96.4
"수도권","중소형(60㎡초과 85㎡이하)","2019.04",96.3
"수도권","중소형(60㎡초과 85㎡이하)","2019.05",97.0
"수도권","중소형(60㎡초과 85㎡이하)","2019.06",97.9
"수도권","중소형(60㎡초과 85㎡이하)","2019.07",98.9
"수도권","중소형(60㎡초과 85㎡이하)","2019.08",100.2
"수도권","중소형(60㎡초과 85㎡이하)","2019.09",101.3
"수도권","중소형(60㎡초과 85㎡이하)","2019.10",103.0
"수도권","중소형(60㎡초과 85㎡이하)","2019.11",104.3
"수도권","중소형(60㎡초과 85㎡이하)","2019.12",105.1
"수도권","중소형(60㎡초과 85㎡이하)","2020.01",105.4
"수도권","중소형(60㎡초과 85㎡이하)","2020.02",105.7
"수도권","중소형(60㎡초과 85㎡이하)","2020.03",105.6
"수도권","중소형(60㎡초과 85㎡이하)","2020.04",105.6
"수도권","중소형(60㎡초과 85㎡이하)","2020.05",106.8
"수도권","중소형(60㎡초과 85㎡이하)","2020.06",108.6
"수도권","중소형(60㎡초과 85㎡이하)","2020.07",111.4
"수도권","중소형(60㎡초과 85㎡이하)","2020.08",113.1
"수도권","중소형(60㎡초과 85㎡이하)","2020.09",115.8
"수도권","중소형(60㎡초과 85㎡이하)","2020.10",117.4
"수도권","중소형(60㎡초과 85㎡이하)","2020.11",119.8
"수도권","중소형(60㎡초과 85㎡이하)","2020.12",121.6
"수도권","중소형(60㎡초과 85㎡이하)","2021.01",118.9
"수도권","중소형(60㎡초과 85㎡이하)","2021.02",118.9
"수도권","중소형(60㎡초과 85㎡이하)","2021.03",121.4
"수도권","중소형(60㎡초과 85㎡이하)","2021.04",121.1
"수도권","중소형(60㎡초과 85㎡이하)","2021.05",123.6
"수도권","중소형(60㎡초과 85㎡이하)","2021.06",126.9
"수도권","중소형(60㎡초과 85㎡이하)","2021.07",126.8
"수도권","중소형(60㎡초과 85㎡이하)","2021.08",127.6
"수도권","중소형(60㎡초과 85㎡이하)","2021.09",129.8
"수도권","중소형(60㎡초과 85㎡이하)","2021.10",130.3
"수도권","중소형(60㎡초과 85㎡이하)","2021.11",129.5
"수도권","중소형(60㎡초과 85㎡이하)","2021.12",128.5
"수도권","중소형(60㎡초과 85㎡이하)","2022.01",126.6
"수도권","중소형(60㎡초과 85㎡이하)","2022.02",124.1
"수도권","중대형(85㎡초과 135㎡이하)","2014.01",71.8
"수도권","중대형(85㎡초과 135㎡이하)","2014.02",72.2
"수도권","중대형(85㎡초과 135㎡이하)","2014.03",71.9
"수도권","중대형(85㎡초과 135㎡이하)","2014.04",71.6
"수도권","중대형(85㎡초과 135㎡이하)","2014.05",71.0
"수도권","중대형(85㎡초과 135㎡이하)","2014.06",71.5
"수도권","중대형(85㎡초과 135㎡이하)","2014.07",71.5
"수도권","중대형(85㎡초과 135㎡이하)","2014.08",72.5
"수도권","중대형(85㎡초과 135㎡이하)","2014.09",73.9
"수도권","중대형(85㎡초과 135㎡이하)","2014.10",74.9
"수도권","중대형(85㎡초과 135㎡이하)","2014.11",75.8
"수도권","중대형(85㎡초과 135㎡이하)","2014.12",77.9
"수도권","중대형(85㎡초과 135㎡이하)","2015.01",79.3
"수도권","중대형(85㎡초과 135㎡이하)","2015.02",79.5
"수도권","중대형(85㎡초과 135㎡이하)","2015.03",81.0
"수도권","중대형(85㎡초과 135㎡이하)","2015.04",81.8
"수도권","중대형(85㎡초과 135㎡이하)","2015.05",83.1
"수도권","중대형(85㎡초과 135㎡이하)","2015.06",84.3
"수도권","중대형(85㎡초과 135㎡이하)","2015.07",86.1
"수도권","중대형(85㎡초과 135㎡이하)","2015.08",87.5
"수도권","중대형(85㎡초과 135㎡이하)","2015.09",89.4
"수도권","중대형(85㎡초과 135㎡이하)","2015.10",90.1
"수도권","중대형(85㎡초과 135㎡이하)","2015.11",91.6
"수도권","중대형(85㎡초과 135㎡이하)","2015.12",91.7
"수도권","중대형(85㎡초과 135㎡이하)","2016.01",91.8
"수도권","중대형(85㎡초과 135㎡이하)","2016.02",91.6
"수도권","중대형(85㎡초과 135㎡이하)","2016.03",91.9
"수도권","중대형(85㎡초과 135㎡이하)","2016.04",91.9
"수도권","중대형(85㎡초과 135㎡이하)","2016.05",92.2
"수도권","중대형(85㎡초과 135㎡이하)","2016.06",92.4
"수도권","중대형(85㎡초과 135㎡이하)","2016.07",92.6
"수도권","중대형(85㎡초과 135㎡이하)","2016.08",94.2
"수도권","중대형(85㎡초과 135㎡이하)","2016.09",95.8
"수도권","중대형(85㎡초과 135㎡이하)","2016.10",96.4
"수도권","중대형(85㎡초과 135㎡이하)","2016.11",96.0
"수도권","중대형(85㎡초과 135㎡이하)","2016.12",97.2
"수도권","중대형(85㎡초과 135㎡이하)","2017.01",96.1
"수도권","중대형(85㎡초과 135㎡이하)","2017.02",96.3
"수도권","중대형(85㎡초과 135㎡이하)","2017.03",96.2
"수도권","중대형(85㎡초과 135㎡이하)","2017.04",96.7
"수도권","중대형(85㎡초과 135㎡이하)","2017.05",97.6
"수도권","중대형(85㎡초과 135㎡이하)","2017.06",98.1
"수도권","중대형(85㎡초과 135㎡이하)","2017.07",97.8
"수도권","중대형(85㎡초과 135㎡이하)","2017.08",98.8
"수도권","중대형(85㎡초과 135㎡이하)","2017.09",99.3
"수도권","중대형(85㎡초과 135㎡이하)","2017.10",98.9
"수도권","중대형(85㎡초과 135㎡이하)","2017.11",100.0
"수도권","중대형(85㎡초과 135㎡이하)","2017.12",99.5
"수도권","중대형(85㎡초과 135㎡이하)","2018.01",99.2
"수도권","중대형(85㎡초과 135㎡이하)","2018.02",99.3
"수도권","중대형(85㎡초과 135㎡이하)","2018.03",99.2
"수도권","중대형(85㎡초과 135㎡이하)","2018.04",97.8
"수도권","중대형(85㎡초과 135㎡이하)","2018.05",98.2
"수도권","중대형(85㎡초과 135㎡이하)","2018.06",98.1
"수도권","중대형(85㎡초과 135㎡이하)","2018.07",98.9
"수도권","중대형(85㎡초과 135㎡이하)","2018.08",99.0
"수도권","중대형(85㎡초과 135㎡이하)","2018.09",101.3
"수도권","중대형(85㎡초과 135㎡이하)","2018.10",101.8
"수도권","중대형(85㎡초과 135㎡이하)","2018.11",101.7
"수도권","중대형(85㎡초과 135㎡이하)","2018.12",101.2
"수도권","중대형(85㎡초과 135㎡이하)","2019.01",100.0
"수도권","중대형(85㎡초과 135㎡이하)","2019.02",98.4
"수도권","중대형(85㎡초과 135㎡이하)","2019.03",98.1
"수도권","중대형(85㎡초과 135㎡이하)","2019.04",97.8
"수도권","중대형(85㎡초과 135㎡이하)","2019.05",99.2
"수도권","중대형(85㎡초과 135㎡이하)","2019.06",99.5
"수도권","중대형(85㎡초과 135㎡이하)","2019.07",99.9
"수도권","중대형(85㎡초과 135㎡이하)","2019.08",100.3
"수도권","중대형(85㎡초과 135㎡이하)","2019.09",102.2
"수도권","중대형(85㎡초과 135㎡이하)","2019.10",103.4
"수도권","중대형(85㎡초과 135㎡이하)","2019.11",105.7
"수도권","중대형(85㎡초과 135㎡이하)","2019.12",106.4
"수도권","중대형(85㎡초과 135㎡이하)","2020.01",106.8
"수도권","중대형(85㎡초과 135㎡이하)","2020.02",107.1
"수도권","중대형(85㎡초과 135㎡이하)","2020.03",107.3
"수도권","중대형(85㎡초과 135㎡이하)","2020.04",107.3
"수도권","중대형(85㎡초과 135㎡이하)","2020.05",108.6
"수도권","중대형(85㎡초과 135㎡이하)","2020.06",110.8
"수도권","중대형(85㎡초과 135㎡이하)","2020.07",113.1
"수도권","중대형(85㎡초과 135㎡이하)","2020.08",115.7
"수도권","중대형(85㎡초과 135㎡이하)","2020.09",117.7
"수도권","중대형(85㎡초과 135㎡이하)","2020.10",119.9
"수도권","중대형(85㎡초과 135㎡이하)","2020.11",122.3
"수도권","중대형(85㎡초과 135㎡이하)","2020.12",123.3
"수도권","중대형(85㎡초과 135㎡이하)","2021.01",121.5
"수도권","중대형(85㎡초과 135㎡이하)","2021.02",119.7
"수도권","중대형(85㎡초과 135㎡이하)","2021.03",124.1
"수도권","중대형(85㎡초과 135㎡이하)","2021.04",123.8
"수도권","중대형(85㎡초과 135㎡이하)","2021.05",126.9
"수도권","중대형(85㎡초과 135㎡이하)","2021.06",127.5
"수도권","중대형(85㎡초과 135㎡이하)","2021.07",128.5
"수도권","중대형(85㎡초과 135㎡이하)","2021.08",127.9
"수도권","중대형(85㎡초과 135㎡이하)","2021.09",131.9
"수도권","중대형(85㎡초과 135㎡이하)","2021.10",131.9
"수도권","중대형(85㎡초과 135㎡이하)","2021.11",131.6
"수도권","중대형(85㎡초과 135㎡이하)","2021.12",130.8
"수도권","중대형(85㎡초과 135㎡이하)","2022.01",126.8
"수도권","중대형(85㎡초과 135㎡이하)","2022.02",125.3
"수도권","대형(135㎡ 초과)","2014.01",73.4
"수도권","대형(135㎡ 초과)","2014.02",73.9
"수도권","대형(135㎡ 초과)","2014.03",73.8
"수도권","대형(135㎡ 초과)","2014.04",73.2
"수도권","대형(135㎡ 초과)","2014.05",74.1
"수도권","대형(135㎡ 초과)","2014.06",73.9
"수도권","대형(135㎡ 초과)","2014.07",74.0
"수도권","대형(135㎡ 초과)","2014.08",75.2
"수도권","대형(135㎡ 초과)","2014.09",76.5
"수도권","대형(135㎡ 초과)","2014.10",76.9
"수도권","대형(135㎡ 초과)","2014.11",78.3
"수도권","대형(135㎡ 초과)","2014.12",79.6
"수도권","대형(135㎡ 초과)","2015.01",81.4
"수도권","대형(135㎡ 초과)","2015.02",81.8
"수도권","대형(135㎡ 초과)","2015.03",83.8
"수도권","대형(135㎡ 초과)","2015.04",83.9
"수도권","대형(135㎡ 초과)","2015.05",86.0
"수도권","대형(135㎡ 초과)","2015.06",86.8
"수도권","대형(135㎡ 초과)","2015.07",87.8
"수도권","대형(135㎡ 초과)","2015.08",89.0
"수도권","대형(135㎡ 초과)","2015.09",90.6
"수도권","대형(135㎡ 초과)","2015.10",90.4
"수도권","대형(135㎡ 초과)","2015.11",91.4
"수도권","대형(135㎡ 초과)","2015.12",92.5
"수도권","대형(135㎡ 초과)","2016.01",93.6
"수도권","대형(135㎡ 초과)","2016.02",92.8
"수도권","대형(135㎡ 초과)","2016.03",92.5
"수도권","대형(135㎡ 초과)","2016.04",91.5
"수도권","대형(135㎡ 초과)","2016.05",93.5
"수도권","대형(135㎡ 초과)","2016.06",95.2
"수도권","대형(135㎡ 초과)","2016.07",94.7
"수도권","대형(135㎡ 초과)","2016.08",94.9
"수도권","대형(135㎡ 초과)","2016.09",97.0
"수도권","대형(135㎡ 초과)","2016.10",97.7
"수도권","대형(135㎡ 초과)","2016.11",97.1
"수도권","대형(135㎡ 초과)","2016.12",98.3
"수도권","대형(135㎡ 초과)","2017.01",97.8
"수도권","대형(135㎡ 초과)","2017.02",97.8
"수도권","대형(135㎡ 초과)","2017.03",99.0
"수도권","대형(135㎡ 초과)","2017.04",98.3
"수도권","대형(135㎡ 초과)","2017.05",99.2
"수도권","대형(135㎡ 초과)","2017.06",99.2
"수도권","대형(135㎡ 초과)","2017.07",98.9
"수도권","대형(135㎡ 초과)","2017.08",99.0
"수도권","대형(135㎡ 초과)","2017.09",100.0
"수도권","대형(135㎡ 초과)","2017.10",101.3
"수도권","대형(135㎡ 초과)","2017.11",100.0
"수도권","대형(135㎡ 초과)","2017.12",101.6
"수도권","대형(135㎡ 초과)","2018.01",99.5
"수도권","대형(135㎡ 초과)","2018.02",101.5
"수도권","대형(135㎡ 초과)","2018.03",101.0
"수도권","대형(135㎡ 초과)","2018.04",101.1
"수도권","대형(135㎡ 초과)","2018.05",100.4
"수도권","대형(135㎡ 초과)","2018.06",100.8
"수도권","대형(135㎡ 초과)","2018.07",102.2
"수도권","대형(135㎡ 초과)","2018.08",102.8
"수도권","대형(135㎡ 초과)","2018.09",103.4
"수도권","대형(135㎡ 초과)","2018.10",105.3
"수도권","대형(135㎡ 초과)","2018.11",105.8
"수도권","대형(135㎡ 초과)","2018.12",104.5
"수도권","대형(135㎡ 초과)","2019.01",102.8
"수도권","대형(135㎡ 초과)","2019.02",101.2
"수도권","대형(135㎡ 초과)","2019.03",101.0
"수도권","대형(135㎡ 초과)","2019.04",101.8
"수도권","대형(135㎡ 초과)","2019.05",103.5
"수도권","대형(135㎡ 초과)","2019.06",102.2
"수도권","대형(135㎡ 초과)","2019.07",102.1
"수도권","대형(135㎡ 초과)","2019.08",104.2
"수도권","대형(135㎡ 초과)","2019.09",106.1
"수도권","대형(135㎡ 초과)","2019.10",105.7
"수도권","대형(135㎡ 초과)","2019.11",109.0
"수도권","대형(135㎡ 초과)","2019.12",108.4
"수도권","대형(135㎡ 초과)","2020.01",109.5
"수도권","대형(135㎡ 초과)","2020.02",109.6
"수도권","대형(135㎡ 초과)","2020.03",109.7
"수도권","대형(135㎡ 초과)","2020.04",108.1
"수도권","대형(135㎡ 초과)","2020.05",111.5
"수도권","대형(135㎡ 초과)","2020.06",114.5
"수도권","대형(135㎡ 초과)","2020.07",115.9
"수도권","대형(135㎡ 초과)","2020.08",117.6
"수도권","대형(135㎡ 초과)","2020.09",120.9
"수도권","대형(135㎡ 초과)","2020.10",123.3
"수도권","대형(135㎡ 초과)","2020.11",125.4
"수도권","대형(135㎡ 초과)","2020.12",125.9
"수도권","대형(135㎡ 초과)","2021.01",124.7
"수도권","대형(135㎡ 초과)","2021.02",123.8
"수도권","대형(135㎡ 초과)","2021.03",125.5
"수도권","대형(135㎡ 초과)","2021.04",130.0
"수도권","대형(135㎡ 초과)","2021.05",132.7
"수도권","대형(135㎡ 초과)","2021.06",133.9
"수도권","대형(135㎡ 초과)","2021.07",130.3
"수도권","대형(135㎡ 초과)","2021.08",135.6
"수도권","대형(135㎡ 초과)","2021.09",131.1
"수도권","대형(135㎡ 초과)","2021.10",133.1
"수도권","대형(135㎡ 초과)","2021.11",132.8
"수도권","대형(135㎡ 초과)","2021.12",134.2
"수도권","대형(135㎡ 초과)","2022.01",131.4
"수도권","대형(135㎡ 초과)","2022.02",129.4
"지방","초소형(40㎡ 이하)","2014.01",91.4
"지방","초소형(40㎡ 이하)","2014.02",91.3
"지방","초소형(40㎡ 이하)","2014.03",92.5
"지방","초소형(40㎡ 이하)","2014.04",91.4
"지방","초소형(40㎡ 이하)","2014.05",92.0
"지방","초소형(40㎡ 이하)","2014.06",91.8
"지방","초소형(40㎡ 이하)","2014.07",92.1
"지방","초소형(40㎡ 이하)","2014.08",94.2
"지방","초소형(40㎡ 이하)","2014.09",94.1
"지방","초소형(40㎡ 이하)","2014.10",94.2
"지방","초소형(40㎡ 이하)","2014.11",92.3
"지방","초소형(40㎡ 이하)","2014.12",93.8
"지방","초소형(40㎡ 이하)","2015.01",95.7
"지방","초소형(40㎡ 이하)","2015.02",96.1
"지방","초소형(40㎡ 이하)","2015.03",96.3
"지방","초소형(40㎡ 이하)","2015.04",95.5
"지방","초소형(40㎡ 이하)","2015.05",96.2
"지방","초소형(40㎡ 이하)","2015.06",97.2
"지방","초소형(40㎡ 이하)","2015.07",98.2
"지방","초소형(40㎡ 이하)","2015.08",98.3
